Client Order ID,Order ID,Instrument,Side,Price,Quantity,Status,Reason,Transaction Time,
ORD23002001,aa2000,Rose,2,904,520,New,,20230903-224330.455
ORD23003001,aa3000,Rose,1,481,600,New,,20230903-224330.455
ORD23002002,aa2001,Rose,1,550,50,Pfill,,20230903-224330.456OOORD23004001,aa4000,Rose,2,550,50,Fill,,20230903-224330.456OORD23006001,aa6000,Rose,2,634,130,Pfill,,20230903-224330.456
ORD23004001,aa4000,Rose,2,550,50,Fill,,20230903-224330.457

ORD23002003,aa2002,Rose,1,904,480,Fill,,20230903-224330.457
ORD23004003,aa4002,Rose,1,634,80,Fill,,20230903-224330.457
ORD23004004,aa4003,Rose,2,481,490,Fill,,20230903-224330.457
ORD23003001,aa3000,Rose,1,481,490,Fill,,20230903-224330.457
ORD23004005,aa4004,Rose,1,668,990,New,,20230903-224330.457
ORD23004006,aa4005,Rose,1,714,800,New,,20230903-224330.457
ORD23004007,aa4006,Rose,1,904,520,Pfill,,20230903-224330.457
ORD23002001,aa2000,Rose,2,904,520,Fill,,20230903-224330.457
ORD23004008,aa4007,Rose,1,155,360,New,,20230903-224330.457
ORD23001001,aa1000,Rose,1,412,400,New,,20230903-224330.457
ORD23004009,aa4008,Rose,2,161,590,New,,20230903-224330.457
ORD23001002,aa1001,Rose,2,962,80,Fill,,20230903-224330.457
ORD23004010,aa4009,Rose,1,169,930,New,,20230903-224330.457
ORD23004007,aa4006,Rose,1,962,80,Fill,,20230903-224330.457
ORD23004011,aa4010,Rose,1,922,520,New,,20230903-224330.457
ORD23001003,aa1002,Rose,2,962,20,Pfill,,20230903-224330.457
ORD23004007,aa4006,Rose,1,962,20,Fill,,20230903-224330.457
ORD23001003,aa1002,Rose,2,714,140,Fill,,20230903-224330.457
ORD23004007,aa4006,Rose,1,962,20,Fill,,20230903-224330.457

ORD23001004,aa1003,Rose,2,973,250,New,,20230903-224330.457
ORD23004014,aa4013,Rose,1,223,190,New,,20230903-224330.457
ORD23001005,aa1004,Rose,2,962,80,Pfill,,20230903-224330.457
ORD23004007,aa4006,Rose,1,962,80,Fill,,20230903-224330.457
ORD23001005,aa1004,Rose,2,922,520,Pfill,,20230903-224330.457
ORD23004011,aa4010,Rose,1,922,520,Fill,,20230903-224330.457
ORD23004016,aa4015,Rose,1,107,770,New,,20230903-224330.457
ORD23004017,aa4016,Rose,1,319,540,New,,20230903-224330.458
ORD23004018,aa4017,Rose,2,922,90,Fill,,20230903-224330.458
ORD23001008,aa1007,Rose,1,133,880,New,,20230903-224330.458
ORD23004019,aa4018,Rose,2,922,510,Fill,,20230903-224330.458
ORD23004011,aa4010,Rose,1,922,510,Fill,,20230903-224330.458
ORD23004011,aa4010,Rose,1,922,510,Fill,,20230903-224330.458
ORD23004020,aa4019,Rose,1,904,570,New,,20230903-224330.458
ORD23001010,aa1009,Rose,1,480,380,Fill,,20230903-224330.458
ORD2300 1009,aa1008,Rose,2,480,10,pFill,,20230903-224330.458
ORD23004022,aa4021,Rose,2,714,860,Fill,,20230903-224330.458ORD23001011,aa1010,Rose,1,480,340,Pfill,,20230903-224330.458
ORD23004006,aa4005,Rose,1,714,340,Fill,,20230903-224330.458
ORD23005002,aa5001,Rose,2,922,10,Pfill,,20230903-224330.458
ORD23004023,aa4022,Rose,2,911,60,New,,20230903-224330.458

ORD23003001,aa3000,Rose,1,481,560,Fill,,20230903-224330.458
ORD23004024,aa4023,Rose,2,714,460,Pfill,,20230903-224330.458
ORD23001013,aa1012,Rose,1,550,50,Pfill,,20230903-224330.458
ORD23004024,aa4023,Rose,2,706,40,Fill,,20230903-224330.458
ORD23004001,aa4000,Rose,2,550,50,Fill,,20230903-224330.458
ORD23001014,aa1013,Rose,1,660,960,New,,20230903-224330.458
ORD23001015,aa1014,Rose,1,279,140,New,,20230903-224330.458
ORD23006003,aa6002,Rose,2,780,110,Fill,,20230903-224330.458
ORD23001013,aa1012,Rose,1,780,110,Fill,,20230903-224330.458
ORD23006004,aa6003,Rose,2,780,290,Pfill,,20230903-224330.458
ORD2300 2001,aa2000,Rose,2,904,480,pFill,,20230903-224330.458ORORD23002004,aa2003,Rose,1,261,540,New,,20230903-224330.458ORD23001,aa0,Rose,2,624,70,New,,20230903-224330.458
24330.4ORDORD23006005,aa6004,Rose,2,512,120,New,,20230903-224330.458
ORD23004025,aa4024,Rose,2,855,130,Fill,,20230903-224330.458OOOORD23002007,aa2006,Rose,2,637,190,New,,20230903-224330.45ORD23005001,aa5000,Rose,1,855,130,Fill,,20230903-224330.459
ORD23006007,aa6006,Rose,2,444,570,New,,20230903-224330.459
ORD23002008,aa2007,Rose,2,273,280,Fill,,20230903-224330.459

ORD23005001,aa5000,Rose,1,855,530,Fill,,20230903-224330.459
ORD23004027,aa4026,Rose,2,855,170,Pfill,,20230903-224330.459
ORD23005001,aa5000,Rose,1,855,170,Fill,,20230903-224330.459
ORD23006010,aa6009,Rose,2,838,250,New,,20230903-224330.459
ORD23005003,aa5002,Rose,2,714,310,Fill,,20230903-224330.459
ORD23004006,aa4005,Rose,1,714,310,Fill,,20230903-224330.459
ORD23005004,aa5003,Rose,1,324,700,New,,20230903-224330.459
ORD23005005,aa5004,Rose,2,863,370,Pfill,,20230903-224330.459
ORD23006013,aa6012,Rose,1,863,370,Fill,,20230903-224330.459
ORD23006014,aa6013,Rose,1,184,660,New,,20230903-224330.459
ORD23005005,aa5004,Rose,2,714,270,Fill,,20230903-224330.459
ORD23004006,aa4005,Rose,1,714,270,Fill,,20230903-224330.459OORD23005001,aa5000,Rose,1,855,170,Fill,,20230903-224330.459
DORD23001021,aa1020,Rose,2,776,430,Fill,,20230903-224330.ORD23002009,aa2008,Rose,1,251,310,Pfill,,20230903-2243ORD230060ORD23005008,aa5007,Rose,2,714,220,Pfill,,20230903-2ORD2300ORD23005002,aa5001,Rose,2,251,310,Fill,,20230903-2243ORORD230ORD23004028,aa4027,Rose,1,253,960,New,,20230903-22433OOORD23ORD23004029,aa4028,Rose,2,975,740,New,,20230903-224330.OORD23009001,aa9000,Rose,2,811,70,Pfill,,20230903-224330.460
ORD23002010,aa2009,Rose,2,706,170,Pfill,,20230903-224330.46ORDORD23004012,aa4011,Rose,1,706,170,Fill,,20230903-224330.461ORORD230012,aa11,Rose,1,235,210,Pfill,,20230903-224330.461

ORORD230012,aa11,Rose,1,237,210,Fill,,20230903-224330.461
61OORD23004005,aa4004,Rose,1,668,260,Fill,,20230903-224330.461
RD230013,aa12,Rose,2,368,950,Fill,,20230903-224330.461
61
OORD23001025,aa1024,Rose,2,114,700,Fill,,20230903-224330.461
RORD23001026,aa1025,Rose,1,368,700,Fill,,20230903-224330.461ORD23001027,aa1026,Rose,2,372,960,New,,20230903-224330.461ORD23ORD23001028,aa1027,Rose,1,372,610,Fill,,20230903-224330.46ORD23002011,aa2010,Rose,1,690,80,Pfill,,20230903-224330.461
ORD23009004,aa9003,Rose,1,369,900,Fill,,20230903-224330.461
ORD2300 6024,,Rose,2,369,730,pFill,,20230903-224330.461
ORD23006024,aa6023,Rose,2,668,320,Pfill,,20230903-224330.461
ORD23004005,aa4004,Rose,1,668,320,Fill,,20230903-224330.461

ORD23004005,aa4004,Rose,1,668,320,Fill,,20230903-224330.461ORD23006024,aa6023,Rose,2,645,500,Fill,,20230903-224330.461
ORD23009005,aa9004,Rose,2,645,220,Fill,,20230903-224330.461

ORD23009004,aa9003,Rose,1,645,220,Fill,,20230903-224330.461
ORD23003016,aa3015,Rose,1,369,10,Fill,,20230903-224330.461

ORD23009004,aa9003,Rose,1,645,340,Fill,,20230903-224330.461
ORD23006022,aa6021,Rose,1,369,10,Fill,,20230903-224330ORD23003017,aa3016,Rose,1,369,80,Pfill,,20230903-224330.461
ORD23006024,,Rose,2,369,80,Fill,,20230903-224330.461
0.461

ORD23001026,aa1025,Rose,1,368,70,Fill,,20230903-224330.ORD23003017,aa3016,Rose,1,647,530,Pfill,,20230903-224330.461
ORD23008003,,Rose,2,647,530,Fill,,20230903-224330.461
0.461
ORD23007014,aa7013,Rose,1,229,180,Fill,,20230903-224330.461
